id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1416963,3,66,1878,243.53,243.53,0,0,338
1193866,3,66,2306,244.5,308.52,0,0,69
1443283,3,66,1216,387.03,388.03,0,0,67
1350217,3,66,2126,452.05,452.05,0,0,107
1382954,3,66,2826,281.36,280.36,0,0,648
1061733,4,58,2322,304.58,306.58,0,0,134
1400375,4,58,2290,309.43,310.43,0,0,405
1113551,4,58,1727,426.83,425.83,0,0,539
1016630,4,58,1109,310.43,311.43,0,0,257
1350130,4,58,2640,243.53,243.53,0,0,69
1013135,4,58,1878,242.53,241.53,0,0,81
1361045,4,58,2306,340.53,338.53,0,0,13
1154141,4,58,1216,416.13,416.13,0,0,42
1151907,4,58,2126,436.5,436.5,0,0,14
1254928,4,58,2826,327.86,328.86,0,0,40
1234225,4,58,1754,290.03,292.03,0,0,446
1410298,4,58,1971,290.03,292.03,0,0,121
1011241,4,58,1902,485.03,484.03,0,0,27
1257954,4,58,1558,611.13,611.13,0,0,53
1144549,4,58,2581,612.13,610.13,0,0,68
1430976,4,58,1962,610.13,612.13,0,0,40
1281783,4,58,1445,660.63,658.63,0,0,40
1111020,4,58,2867,660.63,659.63,0,0,28
1385997,4,58,2760,232.83,231.83,0,0,82
1283021,4,58,1525,243.5,281.33,0,0,55
1253881,4,58,2704,244.5,282.33,0,0,96
1297737,4,58,2492,445.23,445.23,0,0,26
1253817,4,58,1543,505.43,503.43,0,0,55
1119996,4,58,2304,505.43,505.43,0,0,14
1477187,4,10,1885,134.86,134.86,0,0,1648
1447045,4,10,1993,133.86,134.86,0,0,1202
1276750,4,10,2539,134.86,126.16,0,1,744
1163591,4,10,2139,341.5,430.74,0,0,216
1072615,4,10,2631,99.94,253.23,0,0,715
1112694,4,10,1248,98.03,251.29,0,0,339
1160535,4,10,1778,179.45,180.45,0,0,581
1014968,4,10,1062,182.36,183.36,0,0,1202
1171424,4,10,2707,195.03,194.03,0,0,1417
1031033,4,10,1207,318.16,382.18,0,0,459
1398036,4,10,1230,324.04,381.21,0,0,393
1258778,5,13,2306,339.53,339.53,0,0,135
1031615,5,13,1216,455.93,454.93,0,0,123
1124530,5,13,2826,328.83,328.83,0,0,838
1294000,5,13,1754,197.91,290.03,0,0,419
1040384,5,13,1971,329.83,328.83,0,0,351
1025689,5,13,1902,445.23,445.23,0,0,69
1010112,5,13,1247,445.23,445.23,0,0,69
1219903,5,13,1770,486.03,485.03,0,0,134
1105201,5,13,1198,186.27,185.27,0,0,580
1194874,5,13,1311,157.17,175.6,0,0,1133
1122215,5,13,1803,161.05,186.3,0,0,676
1269002,5,13,1438,242.5,243.5,0,0,54
1216615,5,13,2494,244.5,270.63,0,0,107
1182404,5,13,1847,242.5,270.63,0,0,40
1289375,5,13,1558,612.13,611.13,0,0,53
1063072,5,13,2581,611.13,610.13,0,0,365
1377476,5,13,1962,615.98,615.98,0,0,337
1323707,5,13,1445,490.85,627.62,1,1,811
1324121,5,13,2444,495.67,628.62,1,1,662
1407918,5,13,2867,486.03,620.83,1,1,378
1382631,5,13,2760,242.53,243.53,0,0,378
1347378,5,13,1525,290.06,291.06,0,0,555
1465209,5,13,2704,290.03,290.03,0,0,269
1358105,5,13,2492,387.03,389.03,0,0,53
1445873,5,13,1543,484.03,484.03,0,1,216
1178800,5,13,2304,486.03,486.03,0,0,161
1483986,5,109,1885,144.53,145.53,0,0,1013
1451963,5,109,1993,145.56,145.56,0,0,892
1264736,5,109,2539,143.56,145.56,0,0,162
1466090,5,109,2631,97.03,243.5,0,0,189
1277716,5,109,1248,97.03,253.23,0,0,135
1424751,5,109,1778,173.63,174.63,0,0,109
1281641,5,109,1062,183.36,183.36,0,0,217
1328060,5,109,2707,186.24,188.24,0,0,971
1362037,5,109,1207,389,388,0,0,176
1457637,6,126,1216,456.93,456.93,0,0,54
1340827,6,126,2126,484.03,485.03,0,0,28
1049026,6,126,2826,304.58,306.58,0,0,258
1072122,6,126,1754,200.85,288.12,0,0,351
1171685,6,126,1247,445.23,447.23,0,0,15
1329820,6,126,1198,172.72,241.59,0,0,378
1376236,6,126,1311,152.32,168.81,0,0,512
1391803,6,126,1803,145.56,195,0,0,270
1338704,6,126,1558,612.13,612.13,0,0,122
1013718,6,126,2581,612.13,610.13,0,0,28
1233200,6,126,1962,612.13,610.13,0,0,123
1084722,6,126,1445,486.03,628.62,0,0,379
1227886,6,126,2444,484.03,627.62,0,0,135
1243911,6,126,2867,485.03,626.62,0,0,176
1068793,6,126,2760,243.53,242.53,0,0,95
1008846,6,126,1525,292.03,290.03,0,0,54
1089071,6,126,2704,292.03,292.03,0,0,55
1232214,6,126,2492,388.03,389.03,0,1,15
1359707,6,126,1543,438.5,438.5,0,0,14
1014276,6,126,2304,436.5,484.03,0,1,94
1185966,6,36,1885,143.56,134.86,0,1,906
1239103,6,36,1993,145.53,135.86,0,1,878
1364981,6,36,2539,143.59,134.86,0,1,404
1278038,6,36,2631,240.62,240.62,0,0,28
1306994,6,36,1248,98,253.23,0,0,14
1113379,6,36,1778,160.11,181.42,0,0,107
1228476,6,36,1062,158.17,178.48,0,0,405
1336169,6,36,2707,225.07,224.07,0,0,554
1361000,6,36,1207,381.27,380.27,0,0,123
1220836,6,36,1230,390,388,0,0,55
1468998,6,36,2322,379.27,380.27,0,0,175
1195088,6,36,2290,159.08,310.43,0,1,5158
1353196,6,36,1727,241.53,447.23,0,1,1095
1402058,6,36,1109,127.13,311.43,0,0,566
1424194,6,36,2577,243.53,280.33,0,1,406
1498543,7,11,2826,299.73,340.53,0,0,797
1136947,7,11,1754,224.13,291.03,0,0,636
1381495,7,11,1971,327.86,327.86,0,0,188
1412401,7,11,1902,447.23,445.23,0,0,15
1273924,7,11,1247,446.23,447.23,0,0,68
1436451,7,11,1770,485.03,484.03,0,0,69
1183392,7,11,1198,167.84,167.84,0,0,568
1230668,7,11,1311,191.15,190.15,0,0,729
1346511,7,11,1803,132.92,160.05,0,0,553
1445555,7,11,1438,242.5,244.5,0,0,40
1327451,7,11,2494,243.5,270.63,0,0,80
1362700,7,11,1847,243.5,243.5,0,0,41
1305883,7,11,1558,611.13,611.13,0,0,175
1302838,7,11,2581,612.13,611.13,0,0,177
1152763,7,11,1962,610.13,610.13,0,0,297
1011882,7,11,1445,670.33,668.33,0,0,67
1080187,7,11,2444,670.33,669.33,0,0,161
1467836,7,11,2867,670.33,669.33,0,0,80
1232265,7,11,2760,243.53,243.53,0,0,80
1001136,7,11,1525,290.03,291.03,0,0,393
1063812,7,11,2704,291.03,290.03,0,0,175
1474217,7,11,2492,388.03,389.03,0,0,81
1068168,7,11,1543,438.5,437.5,0,0,149
1035789,7,11,2304,438.5,438.5,0,0,162
1155349,7,83,1885,97.03,120.31,0,0,811
1207560,7,83,1993,97.03,120.28,0,0,526
1102963,7,83,2539,121.31,119.31,0,0,215
1362956,7,83,2139,456.93,454.93,0,0,13
1151979,7,83,2631,252.2,252.2,0,0,41
1226093,7,83,1248,260.93,260.93,0,0,27
1271913,7,83,1778,157.2,157.2,0,0,149
1209714,7,83,1062,160.05,160.05,0,0,582
1112826,7,83,2707,223.16,222.16,0,0,377
1374351,7,83,1207,318.16,319.16,0,0,242
1174339,7,83,1230,312.34,313.34,0,0,204
1011327,8,20,1198,162.05,212.43,0,0,161
1420124,8,20,1311,142.62,195.94,0,0,243
1047791,8,20,1803,201.82,232.83,0,0,108
1290048,8,20,1438,243.5,243.5,0,0,15
1192662,8,20,2494,244.5,243.5,0,0,40
1257045,8,20,1847,243.5,270.63,0,0,14
1076410,8,20,1558,611.13,611.13,0,0,27
1256950,8,20,2581,611.13,612.13,0,0,135
1366406,8,20,1962,611.13,612.13,0,0,41
1499470,8,20,1445,669.33,670.33,0,0,14
1360065,8,20,2760,243.53,241.53,0,0,14
1285117,8,20,1525,291.03,290.03,0,0,243
1273229,8,20,2704,291.03,292.03,0,0,244
1492187,8,20,2492,389.03,389.03,0,0,40
1066454,8,20,2304,436.5,436.5,0,0,15
1438895,8,34,1885,93.12,115.49,1,1,878
1088707,8,34,1993,97.06,113.49,1,0,743
1432022,8,34,2539,96.03,112.52,1,1,528
1452871,8,34,2631,260.93,260.93,0,0,13
1132069,8,34,1778,160.08,161.08,0,0,95
1402709,8,34,1062,161.05,162.05,0,0,231
1064813,8,34,2707,220.19,221.19,0,0,136
1418349,8,34,1207,298.79,298.79,0,0,67
1252459,8,34,1230,307.49,309.49,0,0,41
1126829,8,34,2322,323.98,324.98,0,0,55
1440526,8,34,2290,162.96,309.43,0,1,1295
1158547,8,34,1727,385.09,386.09,0,0,310
1445027,8,34,1109,274.51,306.58,0,0,539
1050320,8,34,2577,243.53,243.53,0,0,122
1200740,8,34,2640,242.53,243.53,0,0,365
1405208,8,34,1878,241.53,243.53,0,0,501
1441404,8,34,2306,242.5,338.53,1,1,80
1481977,8,34,1216,339.5,387.03,1,1,190
1007061,8,34,2126,552.93,436.5,0,1,14
1052459,8,34,2826,280.36,280.36,0,0,580
1444098,9,83,2139,454.93,455.93,0,0,13
1112731,9,83,2631,261.93,262.93,0,0,54
1249051,9,83,1248,260.93,261.93,0,0,28
1428409,9,83,1778,160.11,160.11,0,0,405
1154630,9,83,1062,159.14,158.14,0,0,553
1074583,9,83,2707,222.16,223.16,0,0,393
1177792,9,83,1207,311.37,313.37,0,0,108
1085235,9,83,1230,318.16,318.16,0,0,229
1391894,9,83,2322,323.07,323.07,0,0,149
1419297,9,83,2290,276.51,311.43,0,0,594
1365147,9,83,1727,426.83,425.83,0,0,418
1145088,9,83,1109,266.75,309.43,0,0,392
1455360,9,83,2577,241.53,242.53,0,0,68
1197566,9,83,2640,243.53,242.53,0,0,595
1436661,9,83,1878,241.53,243.53,0,0,526
1120754,9,83,2306,243.5,244.5,0,0,42
1190139,9,83,1216,341.5,416.13,0,0,26
1014625,9,83,2126,486.03,484.03,0,0,28
1143865,9,83,2826,327.86,328.86,0,0,431
1056108,9,83,1754,249.32,292.03,0,0,283
1153231,9,83,1971,292.03,292.03,0,0,310
1443047,9,83,1247,485.03,485.03,0,0,53
1361211,9,83,1558,582.03,583.03,0,0,41
1228915,9,83,2581,581.03,583.03,0,0,81
1286183,9,83,1962,581.03,581.03,0,0,80
1463391,9,83,1445,437.53,659.63,1,1,296
1079686,9,83,2444,436.53,660.63,1,0,203
1470571,9,83,2867,437.53,658.63,1,1,312
1290440,9,83,2760,233.83,231.83,0,0,108
1068317,9,83,1525,282.33,281.33,0,0,67
1408332,9,83,2704,280.33,281.33,0,0,150
1292767,9,83,1543,438.5,437.5,0,1,15
1258621,9,83,2304,436.5,504.43,0,1,53
1048413,9,32,1885,114.46,116.46,0,0,323
1117787,9,32,1993,108.67,109.67,0,0,446
1355950,9,32,2539,115.49,115.49,0,0,231
1200671,10,83,2492,446.23,445.23,0,0,42
1369487,10,83,1543,452.99,454.99,0,0,55
1215445,10,83,2304,436.5,504.43,0,0,14
1086907,10,32,1885,111.61,111.61,0,0,406
1021076,10,32,1993,116.46,115.46,0,0,366
1069936,10,32,2539,110.61,111.61,0,0,258
1112669,10,32,2631,234.74,261.93,0,0,15
1117009,10,32,1248,262.93,260.93,0,0,40
1079410,10,32,1778,158.14,157.14,0,0,256
1288134,10,32,1062,161.08,161.08,0,0,270
1467278,10,32,2707,224.1,225.1,0,0,163
1081421,10,32,1207,304.58,304.58,0,0,134
1178518,10,32,1230,316.22,318.22,0,0,188
1374270,10,32,2322,323.98,325.98,0,0,54
1365218,10,32,2290,301.67,303.67,0,0,566
1444418,10,32,1727,403.55,402.55,0,0,339
1229089,10,32,1109,285.18,287.18,0,0,404
1482120,10,32,2577,242.53,242.53,0,0,81
1290136,10,32,2640,241.53,241.53,0,0,121
1248751,10,32,1878,242.53,243.53,0,0,136
1207934,10,32,2306,244.5,339.53,0,0,53
1133582,10,32,1216,339.5,641.23,0,1,55
1182519,10,32,2126,553.93,553.93,0,0,81
1145239,10,32,2826,241.53,274.54,1,0,512
1353109,10,32,1754,258.08,258.08,0,0,312
1445238,10,32,1971,241.53,280.36,1,1,2294
1486543,10,32,1247,486.03,485.03,0,0,28
1002171,10,32,1558,584.94,585.94,0,0,204
1240942,10,32,2581,584.97,584.97,0,0,258
1334816,10,32,1962,583.97,583.97,0,0,270
1357892,10,32,1445,437.53,659.63,1,1,296
1342942,10,32,2444,435.53,662.51,1,1,391
1139204,10,32,2867,435.53,660.63,1,1,257
1276779,10,32,2760,233.83,231.83,0,0,95
1458735,10,32,1525,241.53,242.53,0,0,54
1165234,11,11,1778,162.02,182.42,0,0,730
1177530,11,11,1062,163.02,180.42,0,0,932
1261937,11,11,2707,227.98,226.98,0,0,622
1439851,11,11,1207,385.12,385.12,0,0,135
1369357,11,11,1230,397.73,398.73,0,0,136
1484607,11,11,2322,362.84,362.84,0,0,203
1020735,11,11,2290,296.82,297.82,0,0,986
1292285,11,11,1727,446.23,446.23,0,0,593
1395351,11,11,1109,215.37,216.37,0,0,1012
1069426,11,11,2577,282.33,281.33,0,0,107
1070036,11,11,2640,280.33,280.33,0,0,285
1486629,11,11,1878,282.33,280.33,0,0,68
1164731,11,11,2306,242.5,340.53,0,0,68
1099111,11,11,1216,340.5,454.93,0,1,14
1003788,11,11,2126,534.53,533.53,0,0,81
1407480,11,11,2826,247.38,339.53,1,0,2093
1335318,11,11,1754,292.03,291.03,0,0,473
1405942,11,11,1971,241.53,328.86,1,0,1284
1198968,11,11,1902,445.23,446.23,0,0,40
1470759,11,11,1247,445.23,446.23,0,0,13
1489248,11,11,1770,485.03,486.03,0,0,13
1238417,11,11,1198,167.87,185.27,0,0,647
1481923,11,11,1311,137.77,189.15,0,0,755
1404977,11,11,1803,163.99,161.99,0,0,851
1483634,11,11,1438,272.63,270.63,0,0,81
1263853,11,11,2494,271.63,272.63,0,0,28
1452918,11,11,1847,271.63,271.63,0,0,15
1079838,11,11,1558,581.03,583.03,0,0,123
1194479,11,11,2581,582.03,583.03,0,0,162
1126549,11,11,1962,588.79,589.79,0,0,243
1057933,11,11,1445,435.53,669.33,0,1,512
1142947,11,11,2444,437.53,670.33,0,0,217
1285788,11,11,2867,435.53,668.33,0,0,203
1203589,11,11,2760,243.53,243.53,0,0,203
1137288,11,11,1525,241.53,291.03,0,0,539
1142812,12,83,1543,503.43,505.43,0,0,27
1031340,12,83,2304,505.43,504.43,0,0,14
1426677,12,32,1885,117.43,117.43,0,0,285
1067145,12,32,1993,110.58,112.58,0,0,473
1010161,12,32,2539,113.49,115.49,0,0,217
1341802,12,32,2631,256.08,258.08,0,0,68
1185540,12,32,1248,261.93,262.93,0,0,27
1263105,12,32,1778,175.6,175.6,0,0,257
1203575,12,32,1062,179.48,178.48,0,0,405
1437004,12,32,2707,188.21,219.25,0,0,391
1131083,12,32,1207,319.13,320.13,0,0,96
1225553,12,32,1230,321.13,321.13,0,0,96
1236599,12,32,2322,310.4,312.4,0,0,161
1030433,12,32,2290,311.43,309.43,0,0,568
1276341,12,32,1727,404.55,402.55,0,0,269
1227711,12,32,1109,283.3,283.3,0,0,553
1146142,12,32,2577,242.53,242.53,0,0,94
1497246,12,32,2640,241.53,241.53,0,0,231
1339853,12,32,1878,242.53,241.53,0,0,107
1426916,12,32,2306,243.5,339.53,1,1,69
1448680,12,32,1216,418.13,640.23,0,1,41
1269575,12,32,2126,484.03,506.34,1,1,94
1146846,12,32,2826,242.53,275.54,0,0,458
1187736,12,32,1754,272.63,271.63,0,0,377
1101570,12,32,1971,242.53,279.36,0,1,338
1097174,12,32,1247,484.03,484.03,0,0,14
1320454,12,32,1770,484.03,484.03,0,0,13
1463646,12,32,1558,541.29,581.03,1,1,350
1491557,12,32,2581,534.53,583.03,1,0,122
1396262,12,32,1962,533.53,584.94,1,1,285
1059606,12,32,1445,659.63,660.63,0,0,69
1051956,12,32,2444,548.08,662.51,0,0,54
1200854,12,32,2867,660.63,658.63,0,0,26
1259197,12,32,2760,233.83,233.83,0,0,136
1292872,12,32,1525,243.53,241.53,0,0,108
1490249,13,83,2707,189.21,212.49,0,0,620
1322895,13,83,1207,323.01,324.01,0,0,190
1422726,13,83,1230,317.19,319.19,0,0,215
1161109,13,83,2322,320.1,320.1,0,0,109
1493391,13,83,2290,310.43,310.43,0,0,797
1425990,13,83,1727,425.83,425.83,0,0,325
1351299,13,83,1109,299.76,299.76,0,0,379
1060515,13,83,2577,243.53,242.53,0,0,148
1207747,13,83,2640,242.53,243.53,0,0,202
1051696,13,83,1878,243.53,241.53,0,0,256
1437584,13,83,2306,242.5,243.5,0,0,26
1166999,13,83,1216,416.13,418.13,0,0,54
1081804,13,83,2126,485.03,484.03,0,1,69
1344234,13,83,2826,327.86,327.86,0,0,377
1301886,13,83,1754,290.03,290.03,0,0,418
1133650,13,83,1971,291.03,291.03,0,0,176
1018161,13,83,1902,486.03,486.03,0,0,14
1107323,13,83,1247,484.03,486.03,0,0,55
1197978,13,83,1558,555.81,581.03,1,1,121
1160664,13,83,2581,532.53,585.94,1,0,204
1343681,13,83,1962,532.53,583.03,1,1,311
1115112,13,83,1445,669.33,669.33,0,0,68
1270702,13,83,2444,659.63,658.63,0,0,122
1475844,13,83,2867,660.63,658.63,0,0,81
1119444,13,83,2760,206.61,233.83,0,0,162
1037124,13,83,1525,281.33,280.33,0,0,68
1143410,13,83,2704,280.33,280.33,0,0,69
1474980,13,83,2492,447.23,446.23,0,0,28
1273585,13,83,1543,504.43,503.43,0,0,27
1074773,13,83,2304,504.43,505.43,0,0,54
1157565,13,32,1885,114.46,115.46,0,0,608
1469810,13,32,1993,114.49,113.49,0,0,312
1006731,13,32,2539,113.49,114.49,0,0,190
1446919,13,32,2139,454.93,455.93,0,0,14
1404815,13,32,2631,262.93,260.93,0,0,55
1035692,14,11,2707,194.03,228.98,0,0,973
1182827,14,11,1207,321.13,398.67,1,0,487
1342945,14,11,1230,301.7,389,1,0,230
1431761,14,11,2322,310.46,382.18,1,0,311
1495532,14,11,2290,289.09,290.09,0,0,973
1343100,14,11,1727,447.23,447.23,0,0,540
1043203,14,11,1109,262.87,264.87,0,0,906
1241870,14,11,2577,282.33,280.33,0,0,123
1436573,14,11,2640,280.33,282.33,0,0,216
1225262,14,11,1878,282.33,282.33,0,0,163
1003470,14,11,2306,243.5,338.53,0,0,94
1155568,14,11,1216,408.43,456.93,0,0,123
1374258,14,11,2126,484.03,485.03,0,0,27
1170719,14,11,2826,299.76,340.53,0,0,744
1124469,14,11,1754,290.03,291.03,0,0,608
1412887,14,11,1971,327.86,327.86,0,0,134
1344383,14,11,1902,445.23,446.23,0,0,13
1289010,14,11,1770,486.03,486.03,0,0,15
1311930,14,11,1198,189.21,188.21,0,0,393
1207719,14,11,1311,193.03,194.03,0,0,783
1218540,14,11,1803,164.96,163.96,0,0,609
1153341,14,11,1438,244.5,270.63,0,0,109
1477528,14,11,2494,244.5,270.63,0,0,42
1352374,14,11,1847,242.5,272.63,0,0,42
1205342,14,11,1558,611.13,610.13,0,0,53
1242104,14,11,2581,617.95,617.95,0,0,284
1212007,14,11,1962,612.13,611.13,0,0,189
1281153,14,11,1445,618.86,618.86,0,0,42
1355357,14,11,2444,620.86,619.86,0,0,40
1014312,14,11,2867,619.86,619.86,0,0,67
1386416,14,11,2760,106.76,243.53,0,0,1647
1344832,14,11,1525,291.03,292.03,0,0,256
1059122,14,11,2704,292.03,291.03,0,0,162
1352816,14,11,2492,387.03,387.03,0,0,27
1325940,14,11,2304,484.03,486.03,0,0,42
1149098,15,83,2760,196,232.83,0,0,149
1147228,15,83,1525,282.33,280.33,0,0,80
1014537,15,83,2704,282.33,282.33,0,0,163
1227135,15,83,2492,446.23,446.23,0,0,13
1086443,15,83,1543,389.03,505.43,1,0,258
1018702,15,83,2304,388.03,505.43,1,0,53
1224396,15,32,1885,115.49,115.49,0,0,338
1048417,15,32,1993,116.46,116.46,0,0,528
1370806,15,32,2539,117.43,116.43,0,0,134
1416934,15,32,2631,95.06,260.93,1,0,797
1156094,15,32,1248,97,261.93,1,0,594
1342723,15,32,1778,179.51,177.51,0,0,163
1144705,15,32,1062,181.45,180.45,0,0,190
1030408,15,32,2707,190.12,220.25,0,0,257
1147718,15,32,1207,318.22,317.22,0,0,176
1138727,15,32,1230,324.98,324.98,0,0,109
1081353,15,32,2322,316.25,315.25,0,0,161
1279068,15,32,2290,309.43,310.43,0,0,674
1052801,15,32,1727,402.55,403.55,0,0,285
1317193,15,32,1109,286.15,288.15,0,0,445
1207464,15,32,2577,242.53,241.53,0,0,55
1045631,15,32,2640,243.53,242.53,0,0,149
1340032,15,32,1878,241.53,243.53,0,0,136
1012781,15,32,2306,242.5,338.53,0,0,40
1179500,15,32,1216,416.13,639.23,0,1,54
1218165,15,32,2126,485.03,484.03,0,0,42
1014120,15,32,2826,280.36,279.36,0,0,298
1231489,15,32,1754,281.33,280.33,0,0,458
1361057,15,32,1971,289.06,291.06,0,0,95
1175502,15,32,1902,454.93,456.93,0,0,13
1333178,15,32,1247,466.63,465.63,0,0,42
1112532,15,32,1770,484.03,485.03,0,0,28
1134002,15,32,1558,639.23,640.23,0,0,216
1084530,15,32,1445,660.63,659.63,0,0,42
1359228,15,32,2867,659.63,658.63,0,0,42
1225137,16,83,2707,189.21,211.49,0,0,269
1385481,16,83,1207,319.16,320.16,0,0,364
1362795,16,83,1230,324.04,322.04,0,0,242
1239924,16,83,2322,318.22,317.22,0,0,242
1275670,16,83,2290,310.43,310.43,0,0,649
1158420,16,83,1727,427.83,426.83,0,0,433
1043484,16,83,1109,309.43,311.43,0,0,486
1197247,16,83,2577,243.53,242.53,0,0,215
1129022,16,83,2640,241.53,243.53,0,0,283
1204050,16,83,1878,241.53,241.53,0,0,242
1362671,16,83,2306,340.53,340.53,0,0,26
1232782,16,83,1216,418.13,416.13,0,0,14
1182155,16,83,2126,485.03,486.03,0,0,13
1284833,16,83,2826,328.86,329.86,0,0,229
1057340,16,83,1754,292.03,291.03,0,0,337
1125164,16,83,1971,292.03,290.03,0,0,338
1015812,16,83,1902,456.93,456.93,0,0,13
1476529,16,83,1247,456.93,454.93,0,0,53
1361908,16,83,1770,484.03,486.03,0,0,28
1420418,16,83,1558,639.23,641.23,0,0,109
1496765,16,83,2581,639.23,639.23,0,0,123
1354646,16,83,1962,640.23,639.23,0,0,134
1096320,16,83,1445,659.63,660.63,0,0,96
1080530,16,83,2444,660.63,658.63,0,0,161
1301028,16,83,2867,660.63,658.63,0,0,55
1012181,16,83,2760,196,232.83,0,0,188
1010626,16,83,1525,282.33,282.33,0,0,41
1010976,16,83,2704,281.33,280.33,0,0,107
1060809,16,83,2492,445.23,445.23,0,0,27
1184985,16,83,1543,387.03,504.43,0,1,96
1165582,16,83,2304,411.31,504.43,0,1,68
